Age,AnnualIncome,CallDropRate,CallFailureRate,CallingNumber,CustomerID,CustomerSuspended,Education,Gender,HomeOwner,MaritalStatus,MonthlyBilledAmount,NoAdditionalLines,NumberOfComplaints,NumberOfMonthUnpaid,NumDaysContractEquipmentPlanExpiring,Occupation,PenaltyToSwitch,State,TotalMinsUsedInLastMonth,UnpaidBalance,UsesInternetService,UsesVoiceService,PercentageCallOutsideNetwork,Churn
33,93001,0.06,0.01,4251068145,173,Yes,PhD or equivalent,Female,Yes,Single,17,Yes,3,3,93,Others,487,NH,337,192,No,No,0.5,0
49,91030,0,0.03,4251082582,174,Yes,High School or below,Male,Yes,Married,25,No,2,1,33,Others,347,VA,341,52,No,Yes,0.72,0
79,201930,0.06,0.03,4251009016,175,Yes,High School or below,Female,No,Married,82,Yes,3,6,52,Others,19,WA,38,67,No,No,0.17,0
27,199959,0,0.01,4251021411,176,Yes,High School or below,Female,Yes,Single,90,Yes,2,4,92,Others,379,IN,41,177,No,No,0.38,0
57,60860,0.06,0.01,4251021766,177,Yes,High School or below,Male,Yes,Married,28,Yes,3,1,11,Others,52,KS,238,192,No,No,0.84,0
73,58889,0,0.03,4251058604,178,Yes,Bachelor or equivalent,Female,Yes,Single,35,No,1,7,51,Others,412,NC,241,52,No,No,0.05,0
36,169789,0.07,0.03,4251057093,179,Yes,Bachelor or equivalent,Male,Yes,Single,93,Yes,3,5,70,Others,84,OH,438,67,No,No,0.51,0
51,167818,0.01,0.01,4251016647,180,Yes,Master or equivalent,Male,Yes,Married,101,Yes,1,2,10,Others,445,AK,442,177,No,No,0.72,0
14,28718,0.07,0.01,4251065601,181,Yes,Master or equivalent,Female,Yes,Married,39,Yes,2,0,29,Others,117,AZ,139,192,No,No,0.17,0
30,26747,0.01,0.03,4251077240,182,Yes,High School or below,Female,Yes,Married,46,Yes,1,5,69,Others,477,MD,142,52,No,No,0.38,0
60,137648,0.07,0.03,4251033563,183,Yes,High School or below,Male,Yes,Married,104,Yes,2,3,88,Others,149,MI,339,67,No,No,0.84,0
76,135677,0.01,0.01,4251069265,184,Yes,High School or below,Female,No,Single,111,Yes,0,0,28,Others,10,RI,342,177,No,No,0.05,0
38,246577,0.07,0.01,4251097427,185,Yes,High School or below,Male,Yes,Single,49,Yes,2,6,46,Others,182,SD,39,192,No,No,0.51,0
54,244606,0.01,0.03,4251098131,186,Yes,Bachelor or equivalent,Male,Yes,Married,57,Yes,0,3,87,Others,42,DE,43,52,No,No,0.72,0
17,105506,0,0.03,4251030328,187,Yes,Bachelor or equivalent,Female,Yes,Single,115,Yes,1,1,5,Others,215,FL,240,67,No,Yes,0.17,1
32,103535,0.02,0.01,4251019739,188,Yes,Master or equivalent,Female,Yes,Married,2,Yes,0,6,46,Others,75,MT,243,177,No,No,0.38,0
63,214436,0,0.01,4251025904,189,Yes,Master or equivalent,Male,No,Married,60,No,1,4,64,Others,247,NV,440,192,No,No,0.84,0
79,212465,0.02,0.03,4251011270,190,Yes,High School or below,Female,Yes,Single,68,Yes,0,1,5,Others,107,VT,443,52,No,No,0.05,0
41,73365,0,0.03,4251076267,191,Yes,High School or below,Male,Yes,Single,6,Yes,1,7,23,Others,280,WA,140,67,No,No,0.51,0
57,71394,0.02,0.01,4251076034,192,Yes,High School or below,Male,Yes,Single,13,Yes,3,4,64,Others,140,IN,144,177,No,No,0.72,0
19,182295,0,0.01,4251055653,193,Yes,High School or below,Female,Yes,Single,71,No,1,2,82,Others,312,IA,340,192,No,No,0.18,0
35,180324,0.02,0.03,4251086072,194,Yes,Bachelor or equivalent,Female,Yes,Married,78,Yes,3,7,23,Others,172,NY,344,52,No,Yes,0.39,0
66,41224,0.01,0.03,4251039025,195,Yes,Bachelor or equivalent,Male,Yes,Married,16,Yes,0,5,41,Others,345,ND,41,67,No,No,0.84,0
14,39253,0.03,0,4251070261,196,Yes,Bachelor or equivalent,Female,Yes,Single,24,No,3,3,82,Others,205,AL,44,177,No,No,0.05,0
44,150153,0.01,0.01,4251009341,197,Yes,Master or equivalent,Male,Yes,Single,82,Yes,0,0,0,Others,377,AZ,241,192,No,No,0.51,0
60,148182,0.03,0.02,4251064888,198,Yes,High School or below,Male,No,Single,89,Yes,3,6,40,Others,238,MD,244,52,No,No,0.72,0
22,9083,0.01,0.03,4251075188,199,Yes,High School or below,Female,Yes,Single,27,Yes,0,3,59,Others,410,MA,441,67,No,No,0.18,0
38,7112,0.03,0,4251090005,200,Yes,High School or below,Female,Yes,Married,35,No,2,1,99,Others,270,PA,445,177,No,No,0.39,0
68,118012,0.01,0.01,4251019737,201,Yes,High School or below,Male,Yes,Married,92,Yes,0,6,18,Technology Related Job,442,SC,142,192,No,No,0.84,0
16,116041,0.03,0.02,4251076597,202,Yes,High School or below,Female,Yes,Single,100,Yes,2,4,58,Others,303,CT,145,52,No,No,0.05,0
47,226941,0.02,0.03,4251063167,203,No,Bachelor or equivalent,Male,No,Married,38,Yes,3,1,77,Technology Related Job,475,FL,342,67,No,No,0.51,0
63,224970,0.04,0,4251022048,204,Yes,Bachelor or equivalent,Male,No,Single,45,No,2,7,17,Others,335,MT,345,177,No,No,0.72,0
25,85871,0.02,0.01,4251010933,205,Yes,Bachelor or equivalent,Female,Yes,Single,103,Yes,3,4,36,Technology Related Job,8,NE,42,192,No,No,0.18,0
41,83900,0.04,0.02,4251088023,206,Yes,PhD or equivalent,Male,Yes,Married,111,Yes,1,2,76,Others,368,UT,46,52,No,No,0.39,0
71,194800,0.02,0.03,4251019166,207,Yes,High School or below,Female,Yes,Married,49,Yes,3,0,95,Technology Related Job,40,VA,243,67,No,No,0.84,0
19,192829,0.04,0,4251082226,208,Yes,High School or below,Female,Yes,Married,56,Yes,1,5,35,Others,400,IL,246,177,No,No,0.06,0
50,53730,0.02,0.01,4251090404,209,Yes,High School or below,Male,Yes,Married,114,Yes,2,3,54,Technology Related Job,73,IA,443,192,No,Yes,0.51,0
65,51759,0.05,0.02,4251032659,210,Yes,High School or below,Male,Yes,Single,1,Yes,1,0,94,Others,433,NY,446,52,No,No,0.72,0
28,162659,0.03,0.03,4251024635,211,Yes,Bachelor or equivalent,Female,Yes,Single,59,Yes,2,6,13,Technology Related Job,105,NC,143,67,Yes,No,0.18,0
44,160688,0.05,0,4251053343,212,Yes,Bachelor or equivalent,Male,No,Married,67,Yes,1,3,53,Others,465,WY,147,177,No,No,0.39,0
74,21588,0.03,0.01,4251010950,213,Yes,Bachelor or equivalent,Female,Yes,Single,5,Yes,2,1,72,Technology Related Job,138,AK,344,192,No,No,0.85,0
22,19617,0.05,0.02,4251097486,214,Yes,Master or equivalent,Female,Yes,Married,12,Yes,0,6,12,Others,498,ME,347,52,No,No,0.06,0
52,130518,0.03,0.03,4251028322,215,Yes,PhD or equivalent,Male,Yes,Married,70,No,2,4,30,Technology Related Job,170,MA,44,67,No,No,0.51,0
68,128547,0.05,0,4251100276,216,Yes,High School or below,Male,Yes,Single,78,Yes,0,1,71,Others,31,PA,47,177,No,Yes,0.72,0
31,239447,0.03,0.01,4251011810,217,Yes,High School or below,Female,No,Single,16,Yes,1,7,89,Technology Related Job,203,SC,244,192,No,No,0.18,0
46,237476,0.06,0.02,4251070743,218,Yes,High School or below,Male,No,Single,23,Yes,0,4,30,Others,63,CO,248,52,No,No,0.39,0
77,98376,0.04,0.03,4251032049,219,Yes,High School or below,Female,Yes,Single,81,No,1,2,48,Technology Related Job,235,DE,444,67,No,No,0.85,0
25,96405,0.06,0,4251042423,220,Yes,Bachelor or equivalent,Female,Yes,Married,88,Yes,0,7,89,Others,96,MO,448,177,No,No,0.06,0
55,207306,0.04,0.01,4251067185,221,Yes,Bachelor or equivalent,Male,Yes,Married,26,Yes,1,5,7,Technology Related Job,268,NE,145,192,No,No,0.51,0
71,205335,0.06,0.02,4251099339,222,Yes,Master or equivalent,Male,Yes,Single,34,Yes,3,2,48,Others,128,UT,148,52,No,No,0.73,0
33,66235,0.04,0.03,4251031263,223,Yes,Master or equivalent,Female,Yes,Married,92,No,1,0,66,Technology Related Job,301,VA,345,67,No,No,0.18,0
49,64264,0.06,0,4251090380,224,Yes,High School or below,Male,Yes,Single,99,Yes,3,6,7,Others,161,ID,348,177,No,No,0.39,1
12,175164,0.04,0.01,4251029437,225,Yes,High School or below,Female,Yes,Single,37,Yes,0,3,25,Technology Related Job,333,IN,45,192,No,No,0.85,1
27,173193,0.07,0.02,4251025924,226,Yes,High School or below,Female,No,Married,45,No,3,1,66,Others,193,NM,49,52,No,No,0.06,0
58,34094,0.05,0.03,4251079245,227,Yes,High School or below,Male,Yes,Married,102,Yes,0,6,84,Technology Related Job,366,NC,246,67,No,No,0.52,0
74,32123,0.07,0,4251040745,228,Yes,Bachelor or equivalent,Male,Yes,Married,110,Yes,2,4,24,Others,226,WY,249,177,No,No,0.73,0
36,143023,0.05,0.01,4251010803,229,Yes,Bachelor or equivalent,Female,Yes,Married,48,Yes,0,1,43,Technology Related Job,398,AK,446,191,No,No,0.18,0
52,141052,0.07,0.02,4251014010,230,Yes,Master or equivalent,Male,Yes,Single,55,No,2,7,83,Others,258,LA,449,51,No,No,0.39,0
14,1953,0.05,0.03,4251050408,231,Yes,Master or equivalent,Female,No,Single,113,Yes,3,4,2,Technology Related Job,431,MD,146,66,No,Yes,0.85,0
30,249982,0.07,0,4251014444,232,Yes,High School or below,Female,No,Married,1,Yes,2,2,42,Others,291,OR,150,176,No,No,0.06,0
61,110882,0.06,0.01,4251013442,233,Yes,High School or below,Male,Yes,Single,59,Yes,3,7,61,Technology Related Job,463,RI,347,191,No,No,0.52,0
77,108911,0,0.02,4251069837,234,Yes,High School or below,Male,Yes,Married,66,No,2,5,1,Others,324,CO,350,51,No,No,0.73,0
39,219811,0.06,0.03,4251089321,235,Yes,High School or below,Female,Yes,Married,4,Yes,3,2,20,Technology Related Job,496,DE,47,66,No,No,0.18,0
55,217840,0,0,4251020170,236,Yes,Bachelor or equivalent,Male,Yes,Single,12,Yes,1,0,60,Others,356,MS,50,176,Yes,No,0.4,0
17,78741,0.06,0.01,4251013618,237,Yes,Bachelor or equivalent,Female,No,Single,69,Yes,3,6,79,Technology Related Job,28,MT,247,191,No,No,0.85,0
33,76770,0,0.02,4251059241,238,Yes,Bachelor or equivalent,Female,Yes,Single,77,Yes,1,3,19,Others,389,TX,251,51,No,Yes,0.06,0
63,187670,0.06,0.03,4251028785,239,Yes,Master or equivalent,Male,Yes,Single,15,Yes,2,1,38,Technology Related Job,61,VT,448,66,No,No,0.52,0
79,185699,0,0,4251081972,240,Yes,High School or below,Female,Yes,Married,22,Yes,1,6,78,Others,421,ID,451,176,No,No,0.73,0
42,46599,0.07,0.01,4251012893,241,Yes,High School or below,Male,Yes,Married,80,Yes,2,4,97,Technology Related Job,94,IN,148,191,No,No,0.19,0
58,44628,0.01,0.02,4251008725,242,Yes,High School or below,Male,Yes,Single,88,Yes,1,1,37,Others,454,NJ,151,51,No,No,0.4,0
20,155529,0.07,0.03,4251044106,243,Yes,High School or below,Female,Yes,Married,26,Yes,2,7,55,Technology Related Job,126,NY,348,66,No,No,0.85,0
36,153558,0.01,0,4251068888,244,Yes,High School or below,Female,Yes,Single,33,Yes,0,4,96,Others,486,WI,351,176,No,No,0.06,0
66,14458,0.07,0.01,4251081675,245,Yes,Bachelor or equivalent,Male,No,Single,91,No,1,2,14,Technology Related Job,159,AL,48,191,No,No,0.52,0
14,12487,0.01,0.02,4251056803,246,Yes,Bachelor or equivalent,Female,No,Married,98,Yes,0,7,55,Others,19,LA,52,51,No,No,0.73,0
45,123388,0.07,0.03,4251054104,247,Yes,Bachelor or equivalent,Male,Yes,Married,36,Yes,1,5,73,Technology Related Job,191,MD,249,66,No,No,0.19,0
60,121416,0.01,0,4251034944,248,Yes,PhD or equivalent,Male,Yes,Married,44,Yes,0,2,14,Others,51,OR,252,176,No,No,0.4,0
23,232317,0,0.01,4251038693,249,No,High School or below,Female,Yes,Married,102,No,1,0,32,Technology Related Job,224,PA,449,191,No,No,0.85,0
39,230346,0.02,0.02,4251070480,250,Yes,High School or below,Female,Yes,Single,109,Yes,3,5,73,Others,84,CA,452,51,No,No,0.06,0
69,91246,0,0.03,4251026089,251,Yes,High School or below,Male,No,Single,47,Yes,1,3,91,Technology Related Job,256,CT,149,66,No,No,0.52,0
17,89275,0.02,0,4251052669,252,Yes,High School or below,Female,Yes,Married,55,Yes,3,0,32,Others,117,MS,153,176,No,No,0.73,0
47,200176,0,0,4251024432,253,Yes,High School or below,Male,Yes,Single,113,Yes,0,6,50,Technology Related Job,289,MT,350,191,No,Yes,0.19,0
63,198205,0.02,0.02,4251009072,254,Yes,Bachelor or equivalent,Male,Yes,Married,0,Yes,3,4,91,Others,149,TX,353,51,No,No,0.4,0
26,59105,0,0.02,4251076011,255,Yes,Bachelor or equivalent,Female,Yes,Married,58,Yes,0,1,9,Technology Related Job,321,UT,50,66,No,No,0.86,1
41,57134,0.02,0,4251085887,256,Yes,Master or equivalent,Female,Yes,Single,65,No,3,7,49,Others,182,HI,53,176,No,No,0.07,0
72,168034,0.01,0,4251063028,257,Yes,PhD or equivalent,Male,Yes,Single,3,Yes,0,4,68,Technology Related Job,354,IL,250,191,No,No,0.52,0
20,166063,0.03,0.02,4251018340,258,Yes,High School or below,Female,Yes,Single,11,Yes,2,2,8,Others,214,NJ,254,51,No,No,0.73,0
50,26964,0.01,0.02,4251031587,259,Yes,High School or below,Male,Yes,Single,69,Yes,0,7,27,Technology Related Job,387,NY,451,66,No,No,0.19,0
66,24993,0.03,0,4251029551,260,Yes,High School or below,Male,No,Married,76,No,2,5,67,Others,247,WI,454,176,No,Yes,0.4,0
28,135893,0.01,0,4251023387,261,Yes,High School or below,Female,Yes,Married,14,Yes,3,2,86,Technology Related Job,419,WY,151,191,No,No,0.86,0
44,133922,0.03,0.02,4251064057,262,Yes,Bachelor or equivalent,Female,Yes,Single,22,Yes,2,0,26,Others,279,KY,154,51,No,No,0.07,0
75,244822,0.01,0.02,4251056602,263,Yes,Bachelor or equivalent,Male,Yes,Single,79,Yes,3,5,45,Technology Related Job,452,ME,351,66,No,No,0.52,0
23,242851,0.03,0,4251063395,264,Yes,Master or equivalent,Female,Yes,Single,87,Yes,2,3,85,Technology Related Job,312,OK,355,176,No,No,0.73,0
53,103752,0.02,0,4251076580,265,Yes,Master or equivalent,Male,No,Single,25,Yes,3,1,4,Technology Related Job,484,PA,51,191,No,No,0.19,0
69,101781,0.04,0.02,4251098267,266,Yes,High School or below,Male,Yes,Married,32,Yes,1,6,44,Technology Related Job,344,CA,55,51,No,No,0.4,0
31,212681,0.02,0.02,4251034912,267,Yes,High School or below,Female,Yes,Married,90,Yes,2,4,63,Technology Related Job,17,CO,252,66,No,No,0.86,0
47,210710,0.04,0,4251099926,268,Yes,High School or below,Male,Yes,Single,98,Yes,1,1,3,Technology Related Job,377,MN,255,176,No,No,0.07,0
77,71611,0.02,0,4251046156,269,Yes,High School or below,Male,Yes,Married,36,Yes,2,7,22,Technology Related Job,49,MO,452,191,No,No,0.52,0
25,69640,0.04,0.02,4251091890,270,Yes,Bachelor or equivalent,Female,Yes,Single,43,Yes,1,4,62,Technology Related Job,410,TN,455,51,No,No,0.74,0
56,180540,0.02,0.02,4251054911,271,Yes,Bachelor or equivalent,Male,Yes,Single,101,No,2,2,80,Technology Related Job,82,UT,152,66,No,No,0.19,0
72,178569,0.04,0,4251031483,272,Yes,Master or equivalent,Male,Yes,Married,108,Yes,0,7,21,Technology Related Job,442,HI,156,176,No,No,0.4,0
34,39469,0.03,0,4251042218,273,Yes,Master or equivalent,Female,Yes,Married,46,Yes,2,5,39,Technology Related Job,114,ID,353,191,No,No,0.86,1
50,37498,0.05,0.02,4251069247,274,Yes,High School or below,Male,No,Married,54,Yes,0,2,80,Technology Related Job,475,NH,356,51,No,No,0.07,0
12,148399,0.03,0.02,4251099881,275,Yes,High School or below,Female,Yes,Married,112,No,1,0,98,Technology Related Job,147,NM,53,66,Yes,Yes,0.53,0
28,146428,0.05,0,4251046451,276,Yes,High School or below,Female,Yes,Single,119,Yes,0,5,39,Technology Related Job,7,WV,56,176,No,No,0.74,0
59,7328,0.03,0,4251057321,277,Yes,High School or below,Male,Yes,Single,57,Yes,1,3,57,Technology Related Job,180,WY,253,191,No,No,0.19,0
74,5357,0.05,0.02,4251039265,278,Yes,Bachelor or equivalent,Male,Yes,Married,65,Yes,0,0,98,Technology Related Job,40,KY,257,51,No,No,0.4,0
37,116257,0.03,0.02,4251091065,279,Yes,Bachelor or equivalent,Female,No,Single,3,No,1,6,16,Technology Related Job,212,LA,454,66,No,No,0.86,0
53,114286,0.05,0,4251055748,280,Yes,Bachelor or equivalent,Male,Yes,Married,10,Yes,3,3,57,Technology Related Job,72,OH,457,176,No,No,0.07,0
15,225187,0.04,0,4251031242,281,Yes,Master or equivalent,Female,Yes,Married,68,Yes,1,1,75,Technology Related Job,245,OR,154,191,No,No,0.53,0
31,223216,0.06,0.02,4251033030,282,Yes,PhD or equivalent,Female,Yes,Single,75,No,3,7,16,Technology Related Job,105,AR,157,51,No,Yes,0.74,0
61,84116,0.04,0.02,4251047312,283,Yes,High School or below,Male,Yes,Single,13,Yes,0,4,34,Technology Related Job,277,CO,354,66,No,No,0.19,0
77,82145,0.06,0,4251049497,284,Yes,High School or below,Male,Yes,Single,21,Yes,3,2,75,Technology Related Job,137,MN,358,176,No,No,0.41,0
40,193046,0.04,0,4251008934,285,Yes,High School or below,Female,Yes,Single,79,Yes,0,7,93,Non-technology Related Job,310,MS,55,191,No,No,0.86,0
55,191074,0.06,0.02,4251023315,286,Yes,High School or below,Male,Yes,Married,86,No,2,5,33,Technology Related Job,170,SD,58,51,No,No,0.07,0
18,51975,0.04,0.02,4251092302,287,Yes,Bachelor or equivalent,Female,Yes,Married,24,Yes,0,2,52,Non-technology Related Job,342,TX,255,66,No,No,0.53,0
34,50004,0.06,0,4251099429,288,Yes,Bachelor or equivalent,Female,No,Single,32,Yes,2,0,92,Technology Related Job,203,GA,258,176,No,No,0.74,1
64,160904,0.05,0,4251063924,289,Yes,Bachelor or equivalent,Male,Yes,Married,89,Yes,3,5,11,Non-technology Related Job,375,ID,455,191,No,No,0.2,1
12,158933,0.07,0.02,4251032404,290,Yes,Master or equivalent,Male,Yes,Single,97,No,2,3,51,Technology Related Job,235,NH,458,51,No,No,0.41,0
42,19834,0.05,0.02,4251027514,291,Yes,PhD or equivalent,Female,Yes,Single,35,Yes,3,0,70,Non-technology Related Job,408,NJ,155,66,No,No,0.86,0
58,17863,0.07,0,4251067190,292,Yes,High School or below,Male,Yes,Married,42,Yes,2,6,10,Technology Related Job,268,WA,159,176,No,No,0.07,0
21,128763,0.05,0,4251053912,293,Yes,High School or below,Female,No,Married,100,Yes,3,4,29,Non-technology Related Job,440,WI,356,191,No,No,0.53,1
37,126792,0.07,0.02,4251071543,294,Yes,High School or below,Female,No,Married,108,Yes,1,1,69,Technology Related Job,300,KS,359,51,No,No,0.74,0
67,237692,0.05,0.02,4251079674,295,Yes,High School or below,Male,Yes,Married,46,Yes,3,7,88,Non-technology Related Job,473,LA,56,66,No,No,0.2,0
15,235721,0.07,0,4251029193,296,Yes,Bachelor or equivalent,Male,Yes,Single,53,Yes,1,4,28,Technology Related Job,333,OH,59,176,No,No,0.41,0
45,96622,0.06,0,4251079351,297,Yes,Bachelor or equivalent,Female,Yes,Single,111,Yes,2,2,47,Non-technology Related Job,5,OR,256,191,No,Yes,0.86,0
61,94651,0,0.02,4251053352,298,Yes,Master or equivalent,Male,Yes,Married,118,Yes,1,7,87,Technology Related Job,365,AZ,260,51,No,No,0.07,0
23,205551,0.06,0.02,4251044544,299,Yes,Master or equivalent,Female,Yes,Single,56,Yes,2,5,6,Non-technology Related Job,38,CA,457,66,No,No,0.53,0
39,203580,0,0,4251065361,300,Yes,High School or below,Female,Yes,Married,64,Yes,1,2,46,Technology Related Job,398,MI,460,176,Yes,No,0.74,1
70,64480,0.06,0,4251051560,301,Yes,High School or below,Male,Yes,Married,2,No,2,0,64,Non-technology Related Job,70,MS,157,191,No,No,0.2,0
18,62509,0,0.02,4251014159,302,Yes,High School or below,Female,No,Single,9,Yes,0,5,5,Technology Related Job,430,SD,160,51,No,No,0.41,1
48,173410,0.06,0.02,4251036842,303,Yes,High School or below,Male,Yes,Single,67,Yes,2,3,23,Non-technology Related Job,103,TX,357,66,No,No,0.87,0
64,171439,0,0,4251040042,304,Yes,Bachelor or equivalent,Male,Yes,Single,75,Yes,0,0,64,Technology Related Job,463,FL,361,176,No,Yes,0.08,0
26,32339,0.07,0,4251093071,305,Yes,Bachelor or equivalent,Female,Yes,Single,13,No,1,6,82,Non-technology Related Job,135,HI,58,191,No,No,0.53,0
42,30368,0.01,0.02,4251032444,306,Yes,Master or equivalent,Female,Yes,Married,20,Yes,0,3,23,Technology Related Job,496,NV,61,51,No,No,0.74,0
72,141269,0.07,0.02,4251081794,307,Yes,Master or equivalent,Male,No,Married,78,Yes,1,1,41,Non-technology Related Job,168,NJ,258,66,No,No,0.2,0
20,139298,0.01,0,4251022993,308,Yes,High School or below,Female,No,Single,85,Yes,3,6,82,Technology Related Job,28,WA,261,176,No,No,0.41,0
51,198,0.07,0,4251041605,309,Yes,High School or below,Male,Yes,Married,23,Yes,1,4,0,Non-technology Related Job,201,WI,458,191,No,No,0.87,0
67,248227,0.01,0.02,4251063165,310,Yes,High School or below,Male,Yes,Single,31,Yes,3,2,41,Technology Related Job,61,IA,462,51,No,No,0.08,1
29,109127,0.07,0.02,4251030064,311,Yes,High School or below,Female,Yes,Single,89,Yes,0,7,59,Non-technology Related Job,233,KY,158,66,No,No,0.53,0
45,107156,0.02,0,4251022019,312,Yes,Bachelor or equivalent,Female,Yes,Married,96,No,3,5,0,Technology Related Job,93,ND,162,176,No,No,0.74,0
75,218057,0,0,4251068592,313,Yes,Bachelor or equivalent,Male,No,Married,34,Yes,0,2,18,Non-technology Related Job,266,OK,359,191,No,No,0.2,0
23,216086,0.02,0.02,4251045000,314,Yes,Bachelor or equivalent,Female,Yes,Married,42,Yes,3,0,58,Technology Related Job,126,AZ,362,51,No,No,0.41,0
54,76986,0,0.02,4251093527,315,Yes,Master or equivalent,Male,Yes,Married,99,Yes,0,5,77,Non-technology Related Job,298,CA,59,66,No,No,0.87,0
69,75015,0.02,0,4251015032,316,Yes,High School or below,Male,Yes,Single,107,No,2,3,17,Technology Related Job,158,MA,62,176,No,No,0.08,0
32,185915,0,0,4251041567,317,Yes,High School or below,Female,Yes,Single,45,Yes,0,0,36,Non-technology Related Job,331,MN,259,191,No,No,0.53,0
48,183944,0.02,0.02,4251078705,318,Yes,High School or below,Female,Yes,Married,52,Yes,2,6,76,Technology Related Job,191,SC,263,51,No,No,0.75,0
78,44845,0,0.02,4251025175,319,Yes,High School or below,Male,Yes,Single,110,Yes,3,3,95,Non-technology Related Job,363,TN,460,66,No,Yes,0.2,0
26,42874,0.03,0,4251071316,320,Yes,High School or below,Female,Yes,Married,118,Yes,2,1,35,Technology Related Job,223,FL,463,176,No,No,0.41,1
56,153774,0.01,0,4251079509,321,Yes,Bachelor or equivalent,Male,No,Married,56,Yes,3,7,54,Non-technology Related Job,396,HI,160,191,No,No,0.87,0
72,151803,0.03,0.02,4251086138,322,Yes,Bachelor or equivalent,Male,No,Single,63,Yes,2,4,94,Technology Related Job,256,NE,163,51,No,No,0.08,0
35,12703,0.01,0.02,4251095202,323,Yes,Bachelor or equivalent,Female,Yes,Single,1,Yes,3,2,13,Non-technology Related Job,428,NH,360,66,No,No,0.54,0
50,10732,0.03,0,4251092646,324,Yes,PhD or equivalent,Female,Yes,Single,8,Yes,1,7,53,Technology Related Job,289,VA,364,175,No,No,0.75,0
13,121633,0.01,0,4251070987,325,Yes,High School or below,Male,Yes,Single,66,Yes,3,5,72,Non-technology Related Job,461,WV,61,190,No,No,0.2,0
29,119662,0.03,0.02,4251062038,326,Yes,High School or below,Female,Yes,Married,74,Yes,1,2,12,Technology Related Job,321,IA,64,50,No,Yes,0.41,0
59,230562,0.02,0.02,4251026828,327,Yes,High School or below,Male,No,Married,12,No,2,0,31,Non-technology Related Job,494,KY,261,65,No,No,0.87,0
75,228591,0.04,0,4251075598,328,No,High School or below,Male,Yes,Single,19,Yes,1,5,71,Technology Related Job,354,ND,264,175,No,No,0.08,0
37,89492,0.02,0,4251056802,329,Yes,High School or below,Female,Yes,Single,77,Yes,2,3,89,Non-technology Related Job,26,OH,461,190,No,No,0.54,0
53,87521,0.04,0.02,4251070811,330,Yes,Bachelor or equivalent,Male,Yes,Single,85,Yes,0,0,30,Technology Related Job,386,AK,465,50,No,No,0.75,0
